intent,category,question,answer
receipt_request,Payments,Can you email me a receipt?,Of course — we send an e-receipt via WhatsApp once payment is confirmed. Let us know if you need it for business/accounting purposes.
price_negotiation,Products,"Naomba kuuliza, Naomba discount kidogo naomba msaada?","Our prices are already quite fair, but for orders of 3+ items we do offer a discount. What quantity are you looking at?"
legitimacy_scam_concern,General,Are you a genuine seller?,"Yes, we're a registered small business that's been operating since 2021. You can pay via M-Pesa till (safer than sending to a personal number) or cash on delivery."
wholesale_reseller,Products,Nataka kununua mengi kwa bei nafuu niuze basi?,"Yes, we supply wholesale for resellers and shopkeepers. Message us the quantity you need and we'll send you wholesale pricing."
legitimacy_scam_concern,General,"Naomba kuuliza, Do you have reviews from other customers naomba kujua?","Yes, we're a registered small business that's been operating since 2021. You can pay via M-Pesa till (safer than sending to a personal number) or cash on delivery."
delivery_time,Delivery,"Hi, How long does delivery take please?","Within Nairobi, delivery usually takes 1-2 days via boda. Outside Nairobi, it takes 2-4 days depending on the courier (e.g. Wells Fargo, G4S)."
greeting,General,"Quick question, Hi, poa?",Hi there! Welcome to Duka Fresh 👋 How can I help you today?
international_shipping,Delivery,"Karibu, mimi ni customer, Can you deliver to Uganda je?",At the moment we only deliver within Kenya. We're working on international shipping for the future — stay tuned!
opening_hours,General,Mko open saa ngapi mpaka saa ngapi?,"We're open Monday-Saturday, 8am-7pm, and Sundays 10am-4pm. We're closed on major public holidays."
location_directions,General,"Niaje, Where is your shop located?","We're located in Nairobi CBD, along Moi Avenue, 2nd floor Duka Fresh House. Message us for exact directions or a Google Maps pin."
wholesale_reseller,Products,"Sasa, Mnauza kwa bei ya jumla?","Yes, we supply wholesale for resellers and shopkeepers. Message us the quantity you need and we'll send you wholesale pricing."
wholesale_reseller,Products,"Poa, Nataka kununua mengi kwa bei nafuu niuze?","Yes, we supply wholesale for resellers and shopkeepers. Message us the quantity you need and we'll send you wholesale pricing."
discount_bulk,Promotions,"Poa, Can I get a discount for bulk order sasa?",Yes! Orders of 3 items or more get a 10% discount. Follow our WhatsApp status for weekly promo updates too.
opening_hours,General,"Msee, Mnafungua saa ngapi?","We're open Monday-Saturday, 8am-7pm, and Sundays 10am-4pm. We're closed on major public holidays."
payment_confirmation,Payment,"Hi, Payment yangu imeenda sawa basi?",Let us confirm on our end — please share the M-Pesa transaction message/code so we can verify quickly and process your order.
delivery_time,Delivery,"Quick question, Delivery inachukua muda gani naomba msaada?","Within Nairobi, delivery usually takes 1-2 days via boda. Outside Nairobi, it takes 2-4 days depending on the courier (e.g. Wells Fargo, G4S)."
delivery_cost,Delivery,"Sasa, Delivery charges ni ngapi naomba msaada?","Delivery within Nairobi CBD costs Ksh 150, other Nairobi areas Ksh 200-300. Upcountry deliveries via courier range from Ksh 300-600 depending on location."
delivery_cost,Delivery,Bei ya kutuma order Thika ni ngapi?,"Delivery within Nairobi CBD costs Ksh 150, other Nairobi areas Ksh 200-300. Upcountry deliveries via courier range from Ksh 300-600 depending on location."
wrong_item,Returns,Nimepata kitu tofauti na nilichoorder,"Sorry about that! Please send us a photo of the item you received along with your order number, and we'll arrange a replacement or refund."
courier_tracking_number,Delivery,"Samahani, Can you give me a tracking number je?",We'll share your courier's tracking number (e.g. G4S or Wells Fargo) via WhatsApp as soon as your order is dispatched.
discount_bulk,Promotions,"Hi, Any offers this week sasa?",Yes! Orders of 3 items or more get a 10% discount. Follow our WhatsApp status for weekly promo updates too.
courier_tracking_number,Delivery,"Hello, How do I track my parcel with the courier sasa?",We'll share your courier's tracking number (e.g. G4S or Wells Fargo) via WhatsApp as soon as your order is dispatched.
greeting,General,Habari,Hi there! Welcome to Duka Fresh 👋 How can I help you today?
delivery_time,Delivery,"Poa, How many days for delivery to Kisumu je?","Within Nairobi, delivery usually takes 1-2 days via boda. Outside Nairobi, it takes 2-4 days depending on the courier (e.g. Wells Fargo, G4S)."
legitimacy_scam_concern,General,"Excuse me, Ni kweli hii ni duka halisi naomba msaada?","Yes, we're a registered small business that's been operating since 2021. You can pay via M-Pesa till (safer than sending to a personal number) or cash on delivery."
refund_status,Returns,"Hello, Umenirudishia pesa tafadhali?","Refunds are processed within 24-48 hours back to the M-Pesa number used for payment. If it's been longer, please share your order number so we can check."
return_policy,Returns,"Hey, What if the item doesn't fit naomba msaada?","You can return or exchange an item within 3 days of delivery, as long as it's unused and in original packaging. Just message us with your order number."
social_media_catalog,General,"Boss, Do you have a Facebook page basi?","You can browse our full catalog on our Instagram and TikTok pages @dukafresh, or ask us here and we'll send you photos directly."
damaged_in_transit,Returns,"Habari, It arrived broken, what do I do tafadhali?",We're sorry to hear that! Please send a photo of the damaged item and your order number — we'll replace it or refund you right away.
damaged_in_transit,Returns,"Excuse me, Item imefika ikiwa imeharibika basi?",We're sorry to hear that! Please send a photo of the damaged item and your order number — we'll replace it or refund you right away.
restock_notification,Products,"Hello, Item hii itapatikana lini?",We restock popular items every 1-2 weeks. Message us the item name and we'll notify you as soon as it's back.
social_media_catalog,General,Do you have a Facebook page asante?,"You can browse our full catalog on our Instagram and TikTok pages @dukafresh, or ask us here and we'll send you photos directly."
mpesa_payment,Payment,"Excuse me, How do I send payment for my order naomba msaada?","Yes, we accept M-Pesa! Our Till Number is 123456 (Duka Fresh Shop). You can also pay cash on delivery within Nairobi."
international_shipping,Delivery,"Boss, Mnatuma nje ya Kenya asante?",At the moment we only deliver within Kenya. We're working on international shipping for the future — stay tuned!
combine_orders,Orders,Can I combine two orders into one delivery?,"Yes, just let us know both order numbers before dispatch and we'll combine them into a single delivery to save on shipping."
delivery_time,Delivery,How long does delivery take?,"Within Nairobi, delivery usually takes 1-2 days via boda. Outside Nairobi, it takes 2-4 days depending on the courier (e.g. Wells Fargo, G4S)."
restock_notification,Products,"Boss, Mkipata stock nijulishe tafadhali nisaidie?",We restock popular items every 1-2 weeks. Message us the item name and we'll notify you as soon as it's back.
cancel_order,Orders,"Karibu, mimi ni customer, Sitaki tena hii order, cancel?","No problem — if your order hasn't been dispatched yet, we can cancel it and refund via M-Pesa. Please share your order number to proceed."
